review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,food and drinks,people,place,opinions
29,12,"Instead, here they are in the especially leafy suburbs with a totally different bistro proposition.",Instead especially leafy suburbs totally different bistro proposition,"[ 6.38276553e-02 -6.47159060e-02  6.38488533e-02  6.27495773e-02
  1.58658629e-01  6.97394348e-02  8.06351483e-02 -5.86164277e-02
 -8.32078642e-03 -3.32232540e-02 -9.61533253e-02 -1.08241164e-01
 -8.38143580e-01  1.75805374e-03  7.13855767e-02 -4.75083359e-02
  1.01636762e-01 -8.54401257e-02  1.66038194e-02 -8.86526394e-03
  4.07027909e-02 -1.00845080e-01  7.39381357e-04 -7.79184569e-02
 -7.82703403e-02  2.26069244e-01 -4.83942371e-02  9.14162883e-02
 -1.93142934e-02 -9.04537586e-02  1.29692174e-01  4.36740191e-02
 -1.80881975e-02 -2.20083600e-02  2.07841375e-02 -5.45001747e-02
 -4.47776750e-02  7.94994673e-02  1.43128580e-01  8.04774803e-03
  5.55795262e-02  6.38538707e-02  9.16360335e-02  1.96034574e-03
 -8.74656265e-03  5.64351284e-02  1.41944919e-01  6.53562266e-02
 -5.89300533e-02  2.94256079e-02]",0,0,1,0
6,35,"Instead, I can't help wondering if they are trying to empty the fridge due to lack of demand.",Instead help wondering trying empty fridge due lack demand,"[ 5.49591456e-02  5.67018976e-02  1.79305450e-02  1.11935815e-02
 -4.45128209e-02  2.66119787e-02  1.48493083e-01 -8.60544395e-02
  7.69567909e-02  1.72550535e-02  3.81833523e-02 -1.11852203e-01
 -8.97754765e-01 -1.62628163e-02 -5.12919213e-02  6.78577265e-02
  5.76994401e-02 -4.20271810e-02 -2.59206242e-02 -1.05518408e-01
 -3.22441193e-02 -6.07684164e-02  1.29194351e-02  9.91962131e-02
 -5.22417435e-02  1.67703639e-01  4.66989660e-03  4.69094600e-03
 -8.84460063e-03  2.89642842e-02  2.00869152e-03 -5.45168926e-03
 -2.80884041e-02  6.66747368e-02  6.54957311e-02 -1.79797650e-02
 -6.79046445e-02  2.37099104e-02  3.58200079e-02  2.31097926e-02
  3.59142572e-03  1.22238866e-01 -7.71790792e-04 -8.99484864e-02
  8.64298921e-02 -5.38305651e-02  7.52657787e-02  6.21463801e-02
 -4.42744705e-02  4.78649928e-02]",0,1,0,1
26,19,"Instead, we have the lamb skewers, hot off the grill, the fat still crunchy and warm.",Instead lamb skewers hot grill fat still crunchy warm,"[-0.06715969 -0.08021451  0.0596979  -0.02281702  0.00341758  0.12235128
  0.0481645   0.0210326   0.02970466 -0.0735785  -0.09226794  0.00946216
 -0.78537558 -0.07318893  0.02130613  0.03918202  0.10078713 -0.17987185
  0.00994324 -0.07337595 -0.16239154 -0.06672737  0.0059949  -0.02348821
  0.06591212  0.21419169 -0.05591907  0.05956515 -0.05887137 -0.15906344
  0.00129452  0.15938895 -0.09109867 -0.04198661 -0.0913433  -0.04906032
 -0.00210828 -0.0468319   0.12515148  0.14463718 -0.14505947 -0.04495922
 -0.02585491 -0.03538886  0.17369698  0.03618179  0.13591487 -0.00569842
 -0.02708644  0.04893239]",1,0,0,0
19,29,"Instead, we have a seafood bibimbap, a furiously hot iron pot full of rice topped with mussels, shrimps and squid",Instead seafood bibimbap furiously hot iron pot full rice topped mussels shrimps squid,"[-0.12582904  0.00540787  0.10488841 -0.05124862  0.0804995   0.07784894
 -0.0452306  -0.06157272  0.05011826 -0.11105289 -0.07411333 -0.05607418
 -0.65743656  0.00699344  0.06742059 -0.03323345  0.11325555 -0.29464399
  0.05219167 -0.08450914 -0.17972731  0.05824873  0.04235072 -0.08284201
  0.00706986  0.23875299 -0.07057538  0.0655675   0.01056872 -0.18646148
  0.09056418  0.16123932 -0.11416456 -0.03560602 -0.08832306 -0.12537791
  0.03496758 -0.04039429  0.16680426  0.14418891 -0.07197267 -0.12675333
 -0.05320096 -0.06631872  0.22735728  0.14227476  0.08874683 -0.00975309
 -0.03582656  0.05003814]",1,0,0,0
5,43,"Interestingly, the relatively modest bill makes no reference to service or tip.",Interestingly relatively modest bill makes reference service tip,"[ 0.06102535  0.0261857  -0.08612994  0.07794633  0.12250818  0.11242045
  0.12592287 -0.10258827  0.00403984 -0.12249714  0.05965653 -0.03582318
 -0.81931498 -0.04920163  0.10545604  0.07876284  0.10960465  0.02300227
 -0.03062983 -0.01285769 -0.00701981 -0.03364437 -0.0932329  -0.04314148
 -0.11907743  0.19656396  0.07773092  0.06817708 -0.02372461 -0.03071903
  0.06723909  0.0638557   0.00507838 -0.16713144  0.10522915  0.06097586
 -0.03465812  0.0390266   0.03748847 -0.11375037 -0.01043758  0.0863098
  0.05231103  0.03734837  0.09049362 -0.11239239  0.04676533  0.02948224
 -0.14996402  0.01773406]",0,1,1,1
2,5,"Intriguingly, it says the address was at the same time also the site of a temperance hotel.",Intriguingly says address time site temperance hotel,"[ 9.95116335e-02  3.36442270e-02  2.01901729e-02 -1.03182703e-01
  7.67196388e-02 -3.64381392e-02  1.12568198e-01 -7.26335302e-02
  1.00639929e-01 -1.27559860e-01 -9.05807636e-03 -1.24402817e-01
 -8.46433033e-01 -8.42083207e-03  3.17555882e-02  2.71139458e-02
  1.24541818e-02  1.08234450e-01  1.68452990e-02 -1.21298329e-01
 -8.05145774e-02 -1.04154499e-01 -8.69583949e-02 -1.15069079e-01
  1.35574263e-02 -1.37288120e-04  1.13699307e-01 -8.90542635e-04
  4.18809500e-02 -2.33201161e-02  5.75130671e-02 -2.16258139e-02
 -3.12584928e-02 -1.60387729e-01  5.49795135e-02  2.03920108e-02
  1.71873502e-02  9.04484683e-02 -3.20614325e-02 -1.04960306e-01
 -1.28418124e-01  9.86016537e-02  2.58939175e-02 -3.28714044e-03
  3.95629225e-02  3.04120707e-04  4.89332343e-02 -1.54692988e-01
  1.82772099e-02 -5.06344956e-02]",0,0,1,0
28,0,Invest in yourself at the Palmerston in Edinburgh if you are banking on having a good time,Invest Palmerston Edinburgh banking good time,"[ 0.06676448  0.04022668 -0.01528808 -0.13103284  0.02140107  0.07296575
  0.12244059 -0.12224949  0.07252735 -0.09450344 -0.0183127  -0.09492371
 -0.81141285  0.0402342   0.12637418 -0.07495313  0.04459815  0.06753462
 -0.06554514 -0.04665117  0.03832597 -0.09540727 -0.05928743 -0.01939687
 -0.07318425  0.21940065  0.12388629 -0.01075507  0.11259244 -0.08772095
  0.12513994 -0.1339636   0.11212177 -0.02694607  0.07293724  0.02035915
  0.01629328  0.13660751  0.02672228  0.01086378 -0.09731008  0.09241973
  0.01945036  0.01521711  0.07000766  0.01706237 -0.05689392  0.0213683
  0.0266784   0.13505201]",0,0,1,1
11,28,"Isibani, which opened last year down a tidy pedestrian cut-through beside the Bulgari Hotel, feels like a neighbourhood restaurant for a part of London that doesn't have one.",Isibani opened last year tidy pedestrian cut beside Bulgari Hotel feels like neighbourhood restaurant part London one,"[-0.05669044  0.04103984  0.07071705 -0.04725296 -0.00363249 -0.05252263
  0.18111958 -0.02926801  0.00480934 -0.05877668  0.00278206 -0.05449014
 -0.8995268   0.02003918  0.02451183  0.0566361   0.03871071 -0.0333905
 -0.1006451  -0.05256327  0.05379894 -0.10458149 -0.03022066 -0.0834668
  0.01006819  0.13915964 -0.05977377 -0.04018608  0.00604488 -0.04562411
 -0.00997393 -0.01405896  0.05968153 -0.06772379  0.06047129  0.01988047
 -0.01425386  0.02122803  0.08543796  0.02363141 -0.12400991  0.11456559
 -0.04399449  0.01099398  0.02952244  0.05919266  0.09882448 -0.01908387
 -0.02331304  0.03183151]",0,0,1,0
11,55,Isibani is a tiny joy.,Isibani tiny joy,"[-0.17385559  0.04250884  0.05844181  0.13412345  0.00567663  0.0166892
  0.13022047 -0.07636239 -0.17639758 -0.08457451  0.02959664  0.10888595
 -0.80326601 -0.04839042 -0.07713223  0.11765671  0.11359252  0.03193118
  0.04222164 -0.04898655 -0.10630771 -0.04954144 -0.01844885  0.14178069
 -0.03623658  0.08580302 -0.15000781  0.08548058  0.10326344 -0.10726377
  0.04784166 -0.10265043  0.02550495  0.02669972 -0.0327139   0.02594849
 -0.01376603 -0.00370552  0.00991179  0.00923192 -0.10398692 -0.0739966
 -0.08049657  0.0449586  -0.00320312  0.06517685  0.11711407  0.06168279
  0.10536664  0.13470459]",0,0,0,1
11,48,The Isibani version is smokier and more aromatic.,Isibani version smokier aromatic,"[-0.3304734  -0.11588016 -0.00802648  0.15612452  0.20077893  0.16413915
  0.23480147 -0.00421838 -0.04620016 -0.12617224 -0.15828556 -0.02746539
 -0.46361116 -0.07089398  0.07235827 -0.07031128  0.35551115  0.05169501
  0.1124788   0.10779385 -0.21672079  0.03092837 -0.03200667 -0.20449223
 -0.03974609  0.09275846 -0.02097948  0.08821718 -0.06216039 -0.01659336
  0.08069283  0.0839677  -0.21034434 -0.09883631  0.08780542 -0.09886089
  0.0972005  -0.05902475  0.14620511 -0.06305176  0.05204546 -0.05120134
 -0.15227496  0.07423787 -0.0308869   0.06762147  0.02724351  0.01935449
 -0.15508622 -0.04247234]",1,0,0,0
27,36,"There are other issues, including a cheery waiter who firmly declines to use a paper and pen to take our order despite being invited to do so.",issues including cheery waiter firmly declines use paper pen take order despite invited,"[ 2.67665266e-02  4.34106702e-02  3.00377444e-02  1.13463692e-01
  6.18031045e-02 -4.59088505e-04  1.55015157e-01 -7.92379061e-02
  1.07105694e-01 -6.70508112e-02 -4.68644081e-02 -8.56012179e-02
 -8.40208532e-01 -4.80509585e-02 -5.01831243e-03  1.12460452e-01
  2.92005526e-02 -7.50900669e-02  3.02160113e-02 -1.52806313e-01
 -8.65397627e-02 -3.72734026e-02 -2.38446237e-02 -1.79243064e-02
 -8.26980228e-02  2.14652813e-01  4.37771599e-02  2.50903558e-02
 -1.04264532e-02  1.71676518e-02  9.68121759e-02  6.24209949e-02
 -7.51348625e-03 -6.54311487e-02  1.31476051e-01 -7.11252513e-03
 -4.68083936e-02  8.90734795e-02  8.81812744e-02 -4.64010616e-03
  3.02812906e-03  7.14860681e-02  6.64036905e-02 -2.98629407e-02
  1.49745101e-01 -1.33790314e-01 -1.38266207e-02 -2.64577527e-02
 -1.23188094e-02  4.50802823e-02]",0,1,0,1
17,25,"An Italian take on steak tartare, offered in a hollowed-out bone, is exceedingly pretty and well dressed.",Italian take steak tartare offered hollowed bone exceedingly pretty well dressed,"[-6.90390656e-02 -9.40988889e-03  8.71828700e-02 -1.17860955e-02
  7.39244051e-02  1.21137908e-02  4.14032478e-02 -1.60043582e-02
 -2.11580665e-02 -2.07483432e-02 -1.23276026e-01 -2.57955777e-02
 -8.23728623e-01 -9.55771147e-02  8.79678800e-02  5.13221112e-02
  3.05833604e-02 -1.82228669e-01 -1.37243512e-01 -9.52396319e-02
 -2.23912483e-02  4.26496370e-02 -2.05005746e-02 -6.17188477e-02
 -4.96592999e-03  2.56166385e-01  5.80631860e-03  5.75454647e-02
  6.11729934e-02 -1.47552307e-01  1.20379343e-01  9.56747038e-02
 -2.52793406e-02 -4.40933608e-02  2.79770685e-02  4.14367184e-02
 -1.20002487e-02 -2.73854601e-04  6.14332460e-02  1.28935269e-01
 -7.14542799e-02 -5.41565978e-02  4.24668955e-02  2.22930061e-02
  1.24923130e-01  1.15948230e-02  1.46755276e-01  3.24941628e-02
 -6.26419837e-02 -8.74071737e-03]",1,0,0,1
21,7,Japan's izakayas,Japan izakayas,"[ 0.00550838  0.24314377  0.05691299  0.00628887  0.01430188 -0.079365
 -0.30237682 -0.06529924  0.0384923  -0.18736613 -0.04544702 -0.17564786
 -0.07731369  0.0068453   0.00473311 -0.07890702  0.24727107  0.14105251
  0.11750353  0.16522401 -0.04324213 -0.03743374 -0.06252119  0.00828095
  0.09156045  0.31639048  0.12090959 -0.00927781 -0.2563347  -0.16630451
  0.12125788  0.07611252  0.13205196 -0.21661106  0.11196389 -0.29820838
  0.04359316 -0.07863278  0.18670521 -0.08646781  0.13189016 -0.16746455
 -0.10750475 -0.01257965  0.02194467  0.01488574  0.13181885  0.20549338
  0.15211534  0.17408744]",1,0,0,0
8,5,": a Japanese all-you-can-eat place in Cheetham Hill, offering a range of nigiri, maki, teppanyaki",Japanese eat place Cheetham Hill offering range nigiri maki teppanyaki,"[-0.04989894  0.05280314  0.0406248  -0.17115473  0.05542113  0.02110076
  0.12916745 -0.19705561  0.03203287 -0.25786586 -0.16857349 -0.05926933
 -0.64324114 -0.05746605  0.21611033  0.02049983  0.14697309 -0.08565161
  0.0475219   0.09872776  0.01157537 -0.11495595 -0.00994525 -0.15527644
 -0.03816342  0.16456446  0.04756081  0.06033474  0.03208677 -0.13171293
  0.1988848  -0.07226872 -0.05445327 -0.1132404   0.02479113 -0.06329161
  0.06964567  0.09266112  0.23584662  0.04293513  0.04287762 -0.03676077
 -0.10777186 -0.01020366  0.10380695  0.18954489  0.01541198 -0.00363424
  0.09192702  0.05819227]",1,0,1,0
14,10,"the Jerusalem Mix of chicken livers, hearts and thigh, or the harissa carrots with salted lemon and parsley or the tagines, many and various – weren't so much served to you as flung enthusiastically in your general direction.",Jerusalem Mix chicken livers hearts thigh harissa carrots salted lemon parsley tagines many various much served flung enthusiastically general direction,"[-0.04116245  0.01094013  0.05849844  0.07220777  0.07025584  0.02023715
 -0.02007388 -0.08581039 -0.02717955 -0.15322873 -0.04751672 -0.12767438
 -0.82833745 -0.06786918 -0.01380794 -0.00359963  0.08144925 -0.21786769
  0.09930179 -0.08821801 -0.02428592  0.01204928  0.01946902 -0.06994472
  0.00784435  0.21034822 -0.05621093  0.06086221  0.06719854 -0.08217654
  0.08047589  0.07911807 -0.04836973 -0.02156403  0.00971948 -0.07681233
 -0.01777476  0.00168644  0.05612757  0.18445963  0.06005312 -0.08255599
 -0.04348271 -0.09898383  0.01972249  0.03222776  0.13858806 -0.013308
 -0.00174502  0.02375233]",1,1,0,0
11,24,Jimi knows what he's talking about.,Jimi knows talking,"[-0.04571695  0.10116548  0.08917272  0.00829055 -0.06513316  0.04014491
  0.1636452   0.0944273  -0.04002364  0.02544179 -0.00761059  0.08928965
 -0.86056287 -0.11557723 -0.05070713 -0.04598788  0.03673134 -0.01931203
 -0.01608105  0.00665298  0.13987297  0.12277841 -0.0078841   0.02386682
  0.01905115  0.15517782  0.04138326 -0.01736643 -0.01283943 -0.09755666
 -0.08024294  0.04473255 -0.03614496 -0.05613815 -0.08013864  0.18837691
 -0.02269346  0.0066226   0.070725   -0.04384794  0.00725229  0.059694
  0.00748732  0.03989026 -0.06425487 -0.02822478  0.1095929  -0.00113694
 -0.0819169  -0.06765263]",0,1,0,1
19,10,Jinseon is part of a cluster of Asian restaurants and supermarkets crowded around a modern square opposite the HQ of BBC Coventry and Warwickshire,Jinseon part cluster Asian restaurants supermarkets crowded around modern square opposite HQ BBC Coventry Warwickshire,"[ 0.03222517  0.02250884  0.0699715  -0.06079865  0.10059726 -0.04626864
  0.10160585 -0.0685921   0.03079357 -0.10964461 -0.02275069 -0.11590616
 -0.76770732 -0.00581754  0.0858891  -0.09253487  0.0446039  -0.06290584
  0.05129319 -0.04007561  0.00834309 -0.26759469 -0.03880533 -0.18034365
 -0.01575177  0.23317622 -0.1099277   0.04129863 -0.02212053 -0.12226808
  0.11312309 -0.13129914  0.09200645 -0.05833184  0.12607434 -0.02235614
 -0.01703553  0.04854223  0.15312997 -0.01988659 -0.09492949  0.10778618
 -0.06527633  0.05704444  0.00737631  0.07580449  0.08280016  0.00634604
  0.02772358  0.064545  ]",0,0,1,0
3,35, do the job,job,"[ 0.1890405   0.0750835  -0.13302561 -0.11559412  0.07112557 -0.03662564
  0.12840266 -0.01122215  0.041537   -0.03692253 -0.00221851  0.12841962
 -0.66246453  0.0143532   0.20666708  0.01676799  0.11380431  0.04907113
 -0.17796238 -0.07724992 -0.00352345 -0.03826955 -0.02406479  0.00449436
 -0.0322402   0.21017883  0.18725918  0.03313765  0.06706247 -0.0526185
 -0.03249807 -0.21425042 -0.08842135 -0.01801169  0.13310365  0.07602675
  0.01808634  0.21506474  0.03113239 -0.00712783 -0.18529124  0.21974706
  0.01081906  0.13957408  0.10568828 -0.10585453  0.04069553  0.060268
 -0.04772751 -0.02887266]",0,0,0,1
16,7,He is joined by his partner Rachel Chisholm who learned the business running an outside catering company,joined partner Rachel Chisholm learned business running outside catering company,"[ 0.01035318  0.08130148 -0.01096811 -0.09410306  0.04032048  0.01522939
  0.10533597 -0.03782765  0.00449689 -0.13217798 -0.04296314  0.0694601
 -0.88903457  0.03947723  0.05233751 -0.00248323  0.00255473 -0.03109408
 -0.01813052 -0.02713032  0.00743762 -0.06396854 -0.11308843 -0.03433007
 -0.07371946  0.2024736   0.04967514 -0.024479   -0.01513931 -0.05963646
  0.04168076 -0.07930779 -0.00452626 -0.09227811  0.04453422  0.00102344
  0.07055898  0.14615798  0.07251328 -0.03640374 -0.03040413  0.1225074
  0.00612027  0.02386501  0.05608364 -0.02177857  0.03400048  0.00349574
 -0.04676811 -0.05151029]",0,1,1,0
13,11,It was Josh Katz of Berber and Q who suggested Tsiakkos.,Josh Katz Berber Q suggested Tsiakkos,"[ 1.57295987e-02  7.13218082e-02  4.00072350e-02 -1.01996281e-01
  7.77108030e-04 -1.79684798e-01 -1.63061448e-01 -2.43053116e-02
 -2.76710069e-02 -2.78631361e-01 -8.34986719e-02  2.52457034e-02
 -6.90890699e-01 -5.92035046e-02 -4.21864328e-04 -1.39461499e-02
  5.03505062e-02 -6.99226592e-02  1.02934836e-01  1.06105747e-01
 -1.72304068e-02  7.62128383e-02 -2.63901935e-02  6.54829246e-03
 -5.99371989e-02 -6.10583372e-02  1.38351962e-01  1.27630125e-02
  2.89135494e-03 -8.08041779e-02  6.89662006e-02  1.91618455e-01
  1.59094054e-02 -1.76200764e-01 -1.99429962e-01  1.70274663e-01
  3.48450273e-02 -1.26827290e-02 -6.79672646e-02  3.47072494e-02
 -1.32457367e-01 -2.74355585e-02 -2.93815226e-02  7.45806232e-02
 -5.81985572e-02 -3.79041298e-02  9.00866060e-02 -1.71586216e-01
 -8.14185380e-02 -2.53766109e-01]",0,1,0,0
13,29,journalists aren't in the business of keeping secrets.,journalists business keeping secrets,"[ 0.1437553   0.0786912  -0.09156828  0.09718334  0.13433875  0.04936047
  0.11080459 -0.04049312  0.03412389 -0.11920857 -0.02397072 -0.00286006
 -0.81018206  0.00913053 -0.05432357 -0.06356132 -0.04127804 -0.06753558
  0.08225126 -0.02855207  0.01745072 -0.11976911 -0.10560307  0.02951296
 -0.12062152  0.23770074 -0.03772766  0.01603104 -0.08492638 -0.04630046
  0.04156282 -0.10965497 -0.07007488  0.06427904  0.0744122  -0.07605539
 -0.02650722  0.06169501 -0.03359509 -0.10245384  0.07808444  0.08554108
  0.1065958   0.05469187  0.06513416 -0.12694242  0.0579185   0.11844772
 -0.02735785 -0.04869706]",0,1,0,1
5,10,Journalists do tend to fetishise anything boxfresh.,Journalists tend fetishise anything boxfresh,"[ 0.14186463  0.14129377 -0.09177918  0.15624436 -0.02131539  0.0953614
  0.10365895 -0.12221107 -0.07958106  0.02782471 -0.06549147 -0.13299483
 -0.76275924  0.02023135 -0.01782848  0.01182686 -0.06279553 -0.21165697
  0.09563086 -0.13686374  0.04933111 -0.02270708 -0.02558365  0.00608982
 -0.06829332  0.1541547   0.03294297  0.11395936 -0.08592631 -0.018316
  0.17430091 -0.0428003  -0.00462963  0.09453012  0.07239216 -0.06411503
 -0.00088476 -0.07374999  0.05957687 -0.08729296  0.10178933  0.10830914
  0.11062937  0.00827949  0.06669152 -0.0788295   0.03065798  0.11305047
 -0.14971702 -0.03588267]",0,1,0,1
21,2,joyous Japanese food,joyous Japanese food,"[ 0.00529853  0.0973949  -0.02212293  0.07630764  0.0833251   0.0342823
  0.10316631 -0.11218038 -0.02081368 -0.15516738 -0.22886779 -0.19324459
 -0.68287737  0.06308504 -0.00687381  0.04809753  0.095373   -0.10507065
  0.0483092   0.04690741 -0.12106992 -0.07368663 -0.02389416  0.02249788
  0.05392244  0.30774293 -0.10017687 -0.0414992   0.14460405 -0.12796659
  0.05081906 -0.05397854 -0.0011392   0.00912368  0.08178249 -0.01819709
 -0.01235434 -0.05538415  0.15440613  0.00160358 -0.11879184 -0.0885227
 -0.06435298 -0.0385993   0.11698802  0.22840163  0.1052636   0.00491287
 -0.12108654  0.12073672]",1,0,0,1
11,9,"It's a joyously bold hit of chilli and garlic and smokiness, all underwritten by the sweetness of ground peanut.",joyously bold hit chilli garlic smokiness underwritten sweetness ground peanut,"[-0.07413456 -0.06561174  0.08104259 -0.00822562  0.04227208  0.07661917
  0.00571958 -0.1276939   0.02543699 -0.09075302 -0.07127918 -0.03983668
 -0.74161111 -0.17507616 -0.03463688  0.02558724  0.12695609 -0.11620142
  0.15427942 -0.13511872 -0.17077826  0.03946756  0.02308501 -0.03145013
  0.00780346  0.21631545 -0.0234056   0.06998872 -0.00299102 -0.09846302
  0.0845633   0.10859329 -0.1230599  -0.04289269 -0.03537785 -0.0217738
  0.0027505  -0.04073466  0.07802991  0.24445204  0.04257323 -0.17086435
  0.02236362 -0.07105395  0.06368893  0.05911675  0.07295206 -0.06238183
  0.07124638  0.17898063]",1,0,0,1
15,5,The same juggling act is there in the layout of the place.,juggling act layout place,"[ 0.02830941  0.05815484 -0.02447046  0.01229908  0.20378311  0.10463449
  0.298177   -0.08681889  0.04239286 -0.00614188 -0.03280137 -0.01613467
 -0.79330425 -0.0054618   0.00126406  0.00894173  0.05151239 -0.09997857
 -0.06025284 -0.08094481  0.03222578 -0.06996064  0.03592857 -0.00419139
 -0.0891043   0.18482041 -0.03403762  0.03582546 -0.11671459  0.01314969
  0.09803947 -0.16248884  0.07178416 -0.18297223  0.1000055   0.04082521
  0.00489482 -0.04871334  0.06082226 -0.02360212 -0.04814191  0.07756192
 -0.02848746 -0.00274681  0.03628065  0.03314849  0.07295387  0.11289119
  0.00323184 -0.05008729]",0,0,1,1
24,28,"Then there's the kebab of minced and spiced lamb shoulder, seasoned with allspice, with its own little dish of tahini sauce to help it on its way",kebab minced spiced lamb shoulder seasoned allspice little dish tahini sauce help way,"[-0.06969192 -0.0407911  -0.00199451  0.04509045  0.02022852  0.01575572
 -0.04166442 -0.03571209  0.03885552 -0.11985926 -0.1121168  -0.04920106
 -0.75200786 -0.11171392  0.08232399  0.03938555  0.20199499 -0.20056175
  0.0257551  -0.06771247 -0.13360682  0.01512379  0.05174196 -0.034921
  0.018933    0.25075435  0.02261853  0.08149972  0.06068728 -0.13414762
  0.04596839  0.17618833 -0.11155321 -0.03730376 -0.01483449 -0.03887794
  0.02250655 -0.01517584  0.11664977  0.15308187 -0.06522539 -0.0677777
 -0.00774624 -0.04845641  0.17396892  0.06037269  0.17936875  0.05046241
  0.06134456 -0.0105967 ]",1,0,0,0
25,7,"In keeping with the very smallness of it all, that lunch menu runs to barely 50 French words.",keeping smallness lunch menu runs barely 50 French words,"[ 0.05016424  0.01458862  0.05952916  0.02164969  0.08921177  0.11040655
  0.16080017 -0.07821775 -0.03578935 -0.05429929 -0.05682208 -0.08427901
 -0.87306959 -0.01468343 -0.08347805  0.05545649  0.11536915 -0.10145445
 -0.01833679 -0.07774527 -0.06839023  0.0244784  -0.03923259 -0.017996
 -0.01078372  0.15724552 -0.01815639 -0.0842348   0.00680736 -0.05795703
  0.02597354  0.02206117 -0.0582296  -0.05065163  0.03684864  0.04220533
  0.02999178  0.04306968  0.16204611  0.06950751  0.01707954  0.04059724
 -0.01584908 -0.07035156  0.13542096 -0.05899925  0.07389041  0.0108439
  0.01977625  0.04730778]",1,0,1,0
14,1,in Kensington,Kensington,"[-0.1024258  -0.14993209  0.08453551 -0.22853423 -0.11119406 -0.02022734
 -0.07679623 -0.14968235  0.03452732 -0.20166757  0.03861316 -0.00073635
 -0.30066885 -0.0541819   0.18546757 -0.1800984   0.1424171   0.10676368
  0.00496197  0.0383958  -0.05158056 -0.40056038 -0.0268366  -0.25627261
 -0.04500899  0.12097742  0.03253642  0.0169582   0.06070953 -0.18390908
  0.18499586 -0.15697537  0.15097955 -0.22719771  0.04384128 -0.11500011
  0.01393186  0.23113094  0.05402698  0.05865621  0.07129988  0.1621133
 -0.0631837   0.03981787 -0.02232483  0.07188027  0.0827851  -0.08633448
  0.23853725  0.15046391]",0,0,1,0
5,46,"When the key dates in life are to be celebrated, when the milestones are reached, you need somewhere that will see you right.",key dates life celebrated milestones reached need somewhere see right,"[-0.02753639  0.07477263 -0.00147987  0.00993468  0.09400322  0.0118597
  0.20682671 -0.03075626  0.00146878 -0.04414726 -0.00205267 -0.03787712
 -0.90606133  0.02622318 -0.0236784   0.02923757 -0.00853878 -0.00574089
 -0.10182818 -0.05861954  0.09994283 -0.02027445 -0.02120837  0.01953185
 -0.03461258  0.16978269  0.00375539 -0.05514199  0.0566266  -0.02807668
  0.03036542 -0.04356968 -0.02072552 -0.03169964  0.09402117  0.00612083
  0.01571788  0.02666293  0.03284301  0.05093592 -0.04296955  0.00160981
  0.11687386 -0.02504367  0.00663095 -0.04728253  0.0152956  -0.02863859
 -0.01344374  0.12157236]",0,1,0,1
29,3,That's the key to a good neighbourhood restaurant,key good neighbourhood restaurant,"[ 0.03039643  0.03388147 -0.04602336 -0.00605046  0.10897701  0.05226323
  0.19020262  0.03471203  0.03162533 -0.04852872 -0.1161876   0.04660027
 -0.86711359 -0.02950358  0.06729758 -0.02011104  0.08806624 -0.02424773
 -0.10838895 -0.07248158  0.0131639  -0.07092732 -0.03519099  0.01660662
  0.02933682  0.15429943  0.01192897 -0.02420859  0.08425076 -0.12452104
 -0.04215566  0.01091822  0.00236016 -0.08758673  0.08140537  0.03379533
 -0.03557968  0.04005193  0.11842079  0.02667566 -0.16145884  0.047016
  0.04728314  0.01271768 -0.00828315  0.0584431   0.12664757 -0.01234206
  0.00700903  0.04066519]",0,0,1,1
8,37,It's the kind of joyous thing your nan might have given you when you came in from playing footie on a cold winter's afternoon,kind joyous thing nan might given came playing footie cold winter afternoon,"[-1.19629353e-02 -1.65348959e-02  3.06682381e-02 -6.23047291e-03
 -4.58502040e-02  7.81460613e-02  1.84475636e-01 -6.19454532e-02
 -3.83530312e-02 -5.38652442e-02 -5.80547489e-02 -1.18269415e-02
 -8.83855416e-01  3.58886193e-02 -2.07843048e-02  3.86016421e-02
  4.89510745e-02 -2.86958738e-02 -1.36105837e-01 -1.06121806e-02
 -1.85874969e-02  8.35091050e-03  1.60695027e-03  2.59676613e-03
  4.11420701e-02  2.08107801e-01 -1.86456373e-02 -6.36206462e-02
 -3.25002811e-02 -2.81242169e-02  5.01025325e-02  9.13381856e-02
  3.01148868e-02 -1.36941634e-04  4.36035883e-02  4.62391296e-02
 -9.53669925e-02 -1.93933720e-02  8.93906926e-02  1.04007401e-01
 -5.71888530e-02 -7.13242801e-03  9.11554442e-02  6.71018252e-02
  2.83930200e-02  9.07695983e-02  1.01937839e-01 -1.11003906e-02
 -5.13610894e-02  6.55609492e-02]",0,0,0,1
4,21,"She's the kind of woman to whom you want to entrust your evening and we do so, greedily",kind woman want entrust evening greedily,"[-0.04700357  0.11366887  0.02359953  0.06619575 -0.03398101 -0.00656881
  0.21395149 -0.11536001 -0.08485191 -0.04598662 -0.16117641 -0.01702657
 -0.84039311 -0.07767585 -0.06000002  0.06448028  0.05790083 -0.03001345
  0.02651903 -0.0350351   0.12866173  0.01914576 -0.0785941   0.10194112
  0.01943322  0.22701538  0.01448494 -0.00926488 -0.01521952 -0.02887898
 -0.02122575  0.11341602  0.06544398 -0.05395551 -0.00252586 -0.02953992
 -0.03836987 -0.02373317 -0.02168503 -0.0723952  -0.02709087  0.02718358
  0.09025169  0.10449129  0.05768308 -0.04146717  0.0737258   0.02623449
 -0.05832228  0.08261516]",0,1,0,1
